Label,Image,Mask,diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
31,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 31, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(151, 127, 0, 18, 21, 1)",234,1,"(160.52136752136752, 138.1153846153846, 0.0)","(160.52136752136752, 138.1153846153846, 0.0)",0.590910389,0,0,22.7788272,16,21,22.47220505,22.47220505,220.1666667,13.46024564,0.355308913,496.2635754,2.254035922,234,14069.4,35697.7,1.64E+11,7.616049442,12786.75,2.227028982,44928,6793.069691,25197.71795,24569.5,8498,36430,5058.829055,26486.74145,0.113067154,1.64E+11,0.0054058,66622482.84,566761.801,3.02E+11,12350421.23,359896.6313,43936.20486,0.782639995,161.8179395,7.056596286,16631.59387,0.029861204,0.015553334,0.980680507,0.905792107,-0.852844938,0.999998774,0.010668178,698.3903893,0.002445584,8.689908524,1,0.004139865,1396.780779,7.615195292,100958.209,7.627822465,204.1880342,0.872598437,0.063700782,1.264957265,106599.4102,554766.7179,1.205128205,686066.359,0.004287028,0.004286078,0.948717949,521941.8077,0.004285841,1.247390515,0.00537591,106731.8216,554011.6823,1.026548673,571005.1093,0.00432409,0.004323967,7.621998982,228.1415929,0.982927402,0.991452991,0.008536299,0.993362832,549763.3255,0.004323936,1.194690265,0.00528624,107129.0559,551746.5752,1.10619469,619720.2832,0.004438125,0.004437634,210.5663717,0.931709609,0.973451327,534753.1482,0.004437511,7.639847602,0.965811966,0.034145195,0.001228316,0.008964771,7529630.454,444.8647966,4377.897854
32,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 32, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(55, 130, 0, 27, 21, 1)",439,1,"(68.02733485193622, 140.53986332574033, 0.0)","(68.02733485193622, 140.53986332574033, 0.0)",0.770212475,0,0,27.03263871,27,21,27.89265136,27.89265136,421.4166667,20.82087556,0.297381804,914.0659651,2.169031359,439,18089,35807.6,3.53E+11,8.345097175,10033.5,5.460481747,62272,5952.87759,27228.60364,26693,7304,54968,3940.596992,28366.69565,0.876128209,3.53E+11,0.003388318,63272565.53,746054.6752,6.40E+11,191209846.3,340472.0776,47876.05917,0.75391686,158.0232631,7.620491955,22463.12732,0.036384348,0.022132743,0.990689979,0.936350337,-0.839043918,0.999999562,0.019939304,820.3044669,0.001254171,9.650361994,1,0.00244247,1640.608934,8.434316574,97087.03419,8.404411754,371.0728929,0.845268549,0.083623476,1.487471526,101254.0792,737512.8656,1.264236902,861324.8519,0.002285054,0.002284218,0.936471779,706977.0697,0.002284025,1.457610264,0.003355863,101717.5076,740440.6811,1.033513617,756373.9587,0.002309805,0.002309701,8.363707988,425.0583187,0.978386035,0.989179954,0.010806982,0.991621596,736457.3617,0.002309675,1.371428571,0.003265306,103087.615,749438.531,1.14047619,814537.5,0.002387862,0.002387411,385.4619048,0.91776644,0.967526455,733599.8628,0.002387315,8.409390518,0.956719818,0.047953515,0.000631792,0.00937459,12502103.43,129.1319683,4444.703808
33,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 33, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(22, 127, 0, 28, 35, 1)",717,1,"(36.557880055788004, 144.5955369595537, 0.0)","(36.557880055788004, 144.5955369595537, 0.0)",0.807482792,0,0,34.60272737,27,35,36.87817783,36.87817783,692.9166667,27.94110691,0.255391074,1482.742541,2.139856945,717,13997.6,35554.4,4.78E+11,8.795612494,11097,4.933236208,64366,7010.68201,24139.16457,23027,8002,56364,4680.889985,25831.97719,1.160288715,4.78E+11,0.002550142,84591778.96,550190.4835,1.29E+12,424523569.2,519285.9995,31717.5336,0.884865892,130.051664,7.691564999,14298.1063,0.042300915,0.025583482,0.99396844,0.947727763,-0.820199358,0.999999721,0.020239239,654.4430919,0.000773244,10.35732716,0.996622485,0.001843899,1308.886184,9.086725984,137750.8833,8.884891809,587.5048815,0.81939314,0.124231407,1.828451883,135342.6041,552775.7392,1.359832636,630089.6722,0.011183376,0.002798906,0.923988842,534578.5995,0.000704052,1.782106432,0.002520173,135147.1702,557473.4025,1.044651034,567624.2366,0.003541694,0.002487978,8.825561371,688.5306943,0.973424681,0.986052999,0.015382331,0.989644735,555138.6212,0.002224565,1.662739323,0.002448806,134639.5117,570573.9499,1.182621502,611694.5847,0.005907613,0.001480457,615.7952872,0.906915003,0.962526591,561242.4347,0.000374717,8.880960824,0.947001395,0.067560152,0.000506028,0.009567827,14887314.15,67.53545693,6666.260807
34,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 34, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(92, 138, 0, 15, 15, 1)",160,1,"(98.98125, 145.14375, 0.0)","(98.98125, 145.14375, 0.0)",0.958081539,0,0,14.59714047,15,15,15.13274595,15.13274595,149.4166667,13.9852508,0.398988535,341.2896129,2.284146879,160,12343.6,32508.2,90754932679,6.721059561,10840.5,2.541355383,41544,6202.127813,22553.56875,22942,6631,34913,4435.547363,23816.34584,0.136086084,90754932679,0.010625,58554865.88,524225.9875,2.50E+11,15263162.52,302239.7655,44409.80755,0.743562779,164.4182665,6.722444767,16766.50587,0.043725096,0.031942657,0.978805625,0.900599611,-0.792308218,0.999987692,0.014578998,678.0462239,0.003748801,8.089002452,0.995073024,0.008756689,1356.092448,7.041662186,86662.39325,6.78583786,118.2,0.73875,0.194375,1.7,93687.44652,500308.8813,1.575,824751.6563,0.106258642,0.018756781,0.884027778,430391.7153,0.003825799,1.625549451,0.010384785,92763.59342,498546.5993,1.067682318,537695.5098,0.025631984,0.01595393,6.758545373,149.7194472,0.956294898,0.978125,0.021852551,0.983079421,488759.3717,0.013534417,1.476190476,0.010042112,89307.79879,493008.1088,1.292517007,654955.5034,0.06123252,0.006809789,126.4013605,0.859873201,0.941987906,456582.4091,0.000762699,6.784573365,0.91875,0.107825443,0.003102214,0.006684736,4287427.473,1227.454288,3073.243724
35,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 35, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(48, 146, 0, 27, 18, 1)",280,1,"(61.614285714285714, 154.51071428571427, 0.0)","(61.614285714285714, 154.51071428571427, 0.0)",0.518215314,0,0,28.04327847,26,15,28.16025568,28.16025568,262.9166667,14.53245635,0.334502616,593.3305145,2.256724619,280,15022.8,31510,1.56E+11,7.837231454,8219,3.887553299,46643,5173.524796,22584.69286,21671,9898,36745,3415.014668,23570.65909,0.897096042,1.56E+11,0.004693878,45507618.34,328642.7191,2.58E+11,121655490.5,263497.5159,28535.94441,0.805094318,124.1746264,7.052136272,12815.75987,0.042265645,0.02520892,0.987513706,0.926486069,-0.852328301,0.999999154,0.022081061,519.5200006,0.002044956,8.947854701,1,0.004925145,1039.040001,7.816558039,73008.36507,7.87658699,231.0214286,0.825076531,0.097142857,1.314285714,72814.67837,331808.4286,1.307142857,377569.3786,0.00360356,0.003599144,0.92718254,321499.7625,0.003598054,1.284988342,0.004646193,73189.16294,334218.2354,1.040843445,340453.9759,0.003646291,0.003645718,7.849359506,270.2142838,0.97667909,0.9875,0.014344098,0.990825623,332954.86,0.003645578,1.195488722,0.004494319,74284.92036,341601.1316,1.165413534,366757.8571,0.00379014,0.003787803,241.1804511,0.906693425,0.962823726,336503.078,0.003787233,7.887030979,0.95,0.057380293,0.001116695,0.012039168,5654744.094,164.5089241,4005.663736
36,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 36, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(93, 160, 0, 18, 17, 1)",199,1,"(101.42211055276383, 168.27638190954775, 0.0)","(101.42211055276383, 168.27638190954775, 0.0)",0.609194162,0,0,20.70450971,16,16,20.61552813,20.61552813,186.4166667,12.61306645,0.372867852,423.2389959,2.270392468,199,14586.6,39936.6,1.41E+11,7.31615006,14038,2.417759902,48994,8039.957526,24810.84422,22200,9377,39617,5994.075709,26602.31462,0.660562867,1.41E+11,0.006893765,92105152.06,543112.2252,6.03E+11,206706427.5,515472.6201,68990.14333,0.764386302,198.9305758,6.989244795,28474.14929,0.038526532,0.026380691,0.974771366,0.896084215,-0.845325985,0.999997778,0.012951056,656.8336031,0.002988782,8.420313709,1,0.00708495,1313.667206,7.375336575,146115.6909,7.371524683,150.879397,0.758187925,0.120906038,1.371859296,147379.9046,529216.9548,1.422110553,675663.6884,0.005062309,0.005043446,0.894472362,492605.2714,0.00503873,1.321860799,0.006760286,147216.631,532492.1061,1.054085293,551289.5061,0.005135991,0.005133562,7.3452872,188.6753155,0.964847148,0.98241206,0.017576426,0.986478677,527792.7561,0.005132955,1.172972973,0.006340394,146642.006,543010.9405,1.227027027,621775.5351,0.005431876,0.005421731,159.1189189,0.860102264,0.943243243,523319.7919,0.005419194,7.408382069,0.929648241,0.069948868,0.001809025,0.007819409,8086474.556,938.7332623,5488.894318
37,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 37, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(106, 177, 0, 12, 12, 1)",122,1,"(111.13934426229508, 181.94262295081967, 0.0)","(111.13934426229508, 181.94262295081967, 0.0)",0.950809172,0,0,12.93530088,12,12,13.89244399,13.89244399,112.1666667,12.29900271,0.430635055,261.186437,2.328556645,122,15856.8,31754.1,73322168701,6.793402194,9750.75,2.167920813,36345,5223.221177,23715.9918,23507,10051,26294,3894.266927,24515.32955,0.053662239,73322168701,0.009406074,38553115.58,363455.7486,93725397256,-2844639.543,209339.9793,31343.29874,0.738806201,139.2809135,6.312815963,10774.78298,0.029849947,0.015062027,0.974030982,0.889916277,-0.852757509,0.999994865,0.015495586,564.7277471,0.004730903,7.727111939,1,0.005836275,1129.455494,6.66844027,60170.81951,6.815983239,110.5901639,0.906476754,0.046761623,1.147540984,61666.17495,361036.6066,1.147540984,403119.377,0.008214705,0.008213655,0.963114754,350515.9139,0.008213392,1.131664141,0.009331937,61770.05082,361514.394,1.018907563,366907.3541,0.008265511,0.008265377,6.801949364,119.7878151,0.987712732,0.993852459,0.006143634,0.995273109,360166.154,0.008265343,1.084033613,0.009109526,62081.67841,362947.7563,1.075630252,384519.5966,0.00842108,0.008420542,113.1512605,0.950850929,0.981092437,357554.7962,0.008420408,6.827590873,0.975409836,0.024574536,0.002349236,0.011877159,2675016.751,700.9256363,3143.321825
38,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 38, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(81, 174, 0, 28, 28, 1)",598,1,"(93.2190635451505, 187.44983277591973, 0.0)","(93.2190635451505, 187.44983277591973, 0.0)",0.998918955,0,0,27.88968211,28,28,31.2409987,31.2409987,576.4166667,27.8595321,0.270541726,1238.057708,2.14785203,598,11323.3,28659.2,2.41E+11,8.467925901,9067,3.584970044,42315,5555.554569,18797.94314,17123.5,6659,35656,3835.642426,20061.23427,0.963093254,2.41E+11,0.003310925,49090453.82,309486.7765,3.11E+11,153762462,293872.1951,18361.7586,0.88213656,100.4926085,7.19077969,8037.540819,0.06088335,0.043184026,0.991326666,0.937258489,-0.811973282,0.999999454,0.023578836,490.5187174,0.000978859,10.04362371,0.993743775,0.003544343,981.0374349,8.786574271,78058.48844,8.638862204,405.4013378,0.677928659,0.276294449,1.97993311,78544.87451,315163.6722,1.799331104,410548.8729,0.083647262,0.006703483,0.850566704,293504.1434,0.000591207,1.860554969,0.00320447,78151.14195,320744.2506,1.09729564,333402.5304,0.01212169,0.004741599,8.53902116,549.4562165,0.946181134,0.970735786,0.035369577,0.978866328,317935.6393,0.003387402,1.581613508,0.00296738,77245.59876,336653.3021,1.437148218,391752.0225,0.030043204,0.001889257,440.6660413,0.826765556,0.926412341,325114.6884,0.000128382,8.628050793,0.891304348,0.178373679,0.00062786,0.012860269,6705158.5,44.46322385,4880.664735
39,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 39, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(7, 185, 0, 19, 18, 1)",232,1,"(14.676724137931034, 193.7844827586207, 0.0)","(14.676724137931034, 193.7844827586207, 0.0)",0.865928513,0,0,19.09567895,19,18,20.1246118,20.1246118,218.9166667,16.53549288,0.357510641,491.338772,2.244410074,232,16804.4,47943,2.70E+11,7.278766355,17640.5,2.048394435,58566,9328.521552,32224.64224,32160.5,10773,47793,7061.266304,34084.0907,0.087786234,2.70E+11,0.007505945,123297671.1,954688.1521,9.34E+11,21788159.23,667542.4527,73586.9499,0.800756563,217.1989852,7.212495866,24571.71098,0.027089604,0.015962104,0.980948888,0.903009798,-0.803622013,0.999995655,0.000513595,897.8570669,0.002472176,8.67545988,0.996548723,0.004768853,1795.714134,7.613309336,185282.3506,7.379990249,185.8275862,0.800980975,0.099509512,1.74137931,197259.3867,936058.9138,1.336206897,1246318.371,0.004322124,0.004320403,0.915948276,858494.0496,0.004319973,1.699335821,0.007428657,197848.0615,936207.0454,1.04278031,975807.5412,0.004382159,0.00438194,7.304397684,222.366688,0.971993634,0.985991379,0.014003183,0.989304922,926306.9215,0.004381885,1.566210046,0.007151644,199779.2357,936844.6073,1.178082192,1101182.95,0.004577473,0.004576562,194.543379,0.888325931,0.955479452,895760.0217,0.004576334,7.387143895,0.943965517,0.055837034,0.001567503,0.005624973,10651154.66,1312.401539,6033.980481
40,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 40, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(20, 198, 0, 22, 24, 1)",288,1,"(31.0, 209.61458333333334, 0.0)","(31.0, 209.61458333333334, 0.0)",0.469423977,0,0,28.06213172,16,19,28.42534081,28.42534081,272.9166667,13.17303748,0.334000953,609.1951785,2.232165539,288,25552.6,62883.6,6.44E+11,6.99735228,20995.5,2.34281753,65277,11254.37905,45295.48958,46604.5,10055,55222,8401.611267,47294.55653,-0.396896682,6.44E+11,0.012152778,185093700.9,2380782.066,2.13E+12,-382128835.5,925429.096,124552.6755,0.755308003,261.2603021,7.397515947,47727.57611,0.051444203,0.042109932,0.977047994,0.901548227,-0.724275137,0.999977518,0.000482505,1476.508464,0.003284356,8.825593281,0.967188231,0.033984653,2953.016928,7.788069276,262495.4429,7.190440736,220.0972222,0.764226466,0.899691358,3.5,296198.2299,2285385.253,2.604166667,9694087.67,0.003475032,0.003474618,0.889811921,1853767.658,0.003474574,2.573651493,0.009278523,284786.5801,2200265.373,1.139668567,2826882.264,0.003613208,0.003613168,7.148938832,260.465733,0.940139715,0.961805556,0.058149728,0.975737242,2095648.228,0.00361316,2.053435115,0.007837539,271903.6654,2105581.439,1.648854962,5040402.233,0.003819571,0.003819391,240.7175573,0.918769302,0.965892408,1997559.481,0.003819372,7.219691645,0.909722222,0.440533768,0.00238048,0.002136739,16981202.54,3045.226852,5134.557099
